Type,"Date effective from","Date no longer in force",Name,ABN,City,State,Postcode,"Provider Number","Other relevant info","Registration Groups","Relevant information"
"ER - Compliance notice",2025-03-28T06:00:00,2025-08-05T07:00:00,"Casson Homes Inc","74508597839 ","NORTH PERTH ",WA,6006,,,,"On the 28 March 2025, a compliance notice was issued to Casson Homes Inc. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Casson Homes Inc. has contravened section 73J of the NDIS Act. More specifically, the failure by Casson Homes Inc. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Casson Homes Inc. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,,"Camp Kiah Pty. Limited ","15615893091 ","WALLAN ",VIC,3756,,,,"On the 28 March 2025, a compliance notice was issued to Camp Kiah Pty. Limited under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Camp Kiah Pty. Limited has contravened section 73J of the NDIS Act. More specifically, the failure by Camp Kiah Pty. Limited to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Camp Kiah Pty. Limited to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,,"Bring It On Sports Pty. Ltd. ","42135470898 ","SANS SOUCI ",NSW,2219,,,,"On the 28 March 2025, a compliance notice was issued to Bring It On Sports Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Bring It On Sports Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Bring It On Sports Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Bring It On Sports Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-08-05T07:00:00,"Brightify Pty Ltd","30661571035 ","WOOMBYE ",QLD,4559,,,,"On the 28 March 2025, a compliance notice was issued to Brightify Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Brightify Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Brightify Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Brightify Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,,"Bright Horizon Care Pty. Ltd. ","83657649771 ","RATHMINES ",NSW,2283,,,,"On the 28 March 2025, a compliance notice was issued to Bright Horizon Care Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Bright Horizon Care Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Bright Horizon Care Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Bright Horizon Care Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,,"Bright Ability Pty. Limited ","62645361011 ","CEDUNA ",SA,5690,,,,"On the 28 March 2025, a compliance notice was issued to Bright Ability Pty. Limited under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Bright Ability Pty. Limited has contravened section 73J of the NDIS Act. More specifically, the failure by Bright Ability Pty. Limited to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Bright Ability Pty. Limited to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,,"Bridgecare Group Pty. Ltd. ","68647690748 ","PIARA WATERS ",WA,6112,,,,"On the 28 March 2025, a compliance notice was issued to Bridgecare Group Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Bridgecare Group Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Bridgecare Group Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Bridgecare Group Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-08-05T07:00:00,"Bridge 2 Disability Care Pty Ltd",,"52636568502 ",WA,6107,,,,"On the 28 March 2025, a compliance notice was issued to Bridge 2 Disability Care Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Bridge 2 Disability Care Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Bridge 2 Disability Care Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Bridge 2 Disability Care Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-08-05T07:00:00,"S Hadzisi & L Hwara ","13918711339 ","LITTLE MOUNTAIN ",QLD,4551,,,,"On the 28 March 2025, a compliance notice was issued to S Hadzisi & L Hwara under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that S Hadzisi & L Hwara has contravened section 73J of the NDIS Act. More specifically, the failure by S Hadzisi & L Hwara to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires S Hadzisi & L Hwara to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-08-05T07:00:00,"A.C.N. 650 739 754 Pty Ltd","22650739754 ","LILYDALE ",VIC,3140,,,,"On the 28 March 2025, a compliance notice was issued to A.C.N. 650 739 754 Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that A.C.N. 650 739 754 Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by A.C.N. 650 739 754 Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires A.C.N. 650 739 754 Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-09-25T07:00:00,"Assisting Your Life To Achieve (Ayla) Inc","59151934268 ","COCKBURN CENTRAL ",WA,6164,,,,"On the 28 March 2025, a compliance notice was issued to Assisting Your Life To Achieve (Ayla) Inc. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Assisting Your Life To Achieve (Ayla) Inc. has contravened section 73J of the NDIS Act. More specifically, the failure by Assisting Your Life To Achieve (Ayla) Inc. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Assisting Your Life To Achieve (Ayla) Inc. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-08-05T07:00:00,"Wno Pty Ltd","21603848844 ","WEST MOONAH ",TAS,7009,,,,"On the 28 March 2025, a compliance notice was issued to Wno Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Wno Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Wno Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Wno Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-08-05T07:00:00,"Anne's Care Pty Ltd","43649564992 ","DOCKLANDS ",VIC,3008,,,,"On the 28 March 2025, a compliance notice was issued to Anne's Care Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Anne's Care Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Anne's Care Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Anne's Care Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-08-05T07:00:00,"Clarity Connect Group Pty Ltd","98647074824 ","HIGHFIELDS ",QLD,4352,,,,"On the 28 March 2025, a compliance notice was issued to Clarity Connect Group Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Clarity Connect Group Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Clarity Connect Group Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Clarity Connect Group Pty. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,,"Albany Worklink Inc. ","90401510015 ","ALBANY ",WA,6330,,,,"On the 28 March 2025, a compliance notice was issued to Albany Worklink Inc. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Albany Worklink Inc. has contravened section 73J of the NDIS Act. More specifically, the failure by Albany Worklink Inc. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Albany Worklink Inc. to take certain action to address non‐compliance with section 73H of the NDIS Act."
"ER - Compliance notice",2025-03-28T06:00:00,2025-08-05T07:00:00,"Agora Home & Community Care Services Pty Ltd","17605948730 ","ALBANVALE ",VIC,3021,,,,"On the 28 March 2025, a compliance notice was issued to Agora Home & Community Care Services Pty. Ltd. under section 73ZM of the National Disability Insurance Scheme Act 2013 (NDIS Act) on the basis that a delegate of the Commissioner reasonably believes that Agora Home & Community Care Services Pty. Ltd. has contravened section 73J of the NDIS Act. More specifically, the failure by Agora Home & Community Care Services Pty. Ltd. to commence a mid‐term audit within 18 months of the entity’s registration coming into force. The notice requires Agora Home & Community Care Services Pty.. Ltd. to take certain action to address non‐compliance with section 73H of the NDIS Act."
